course_code,course_title,course_description
FMST 15,"Gender, Sexuality, and Transnational Migration Across the Americas","Examines migration as a mode of inquiry into transnational practices across geographic locales and temporal zones. Analyzes migration in relation to the transnational formation of gender, race, and sexuality as well as processes of neocolonialism, the state, and globalization. Taught in conjunction with FMST 115 ."
FMST 16,Media Histories--News and New Media,"The news is a set of narratives that produce, maintain, repair, and transform reality. Using three events that brought together old and new media, this course traces how the interaction of new media with news has changed how we make sense of the world around us and our place in it."
FMST 18,Black Feminist Ethnographies,"Black feminist theoretical and methodological approaches to the dailiness of women's lives, which considers historical and contemporary Black feminist interventions and praxis that challenge ethnographic hegemony. Students revisit old and new debates to ponder questions of authority, genres, positionality, and citation politics."
FMST 19,Black Feminisms: An Introduction,"Focuses on key issues, core concepts and debates foundational to Black feminisms. With some consideration from the Black diaspora, students examine processes of self-making from resistance to a history of violence, practices and strategies of creative survivalism, and the ongoing struggle to liberation."
FMST 20,Feminism and Social Justice,"Examines, and critically analyzes, select post-World War II movements for social justice in the United States from feminist perspectives. Considers how those movements and their participants responded to issues of race, class, gender, and sexuality. A feminist, transnational, analytic framework is also developed to consider how those movements may have embraced, enhanced, or debilitated feminist formations in other parts of the world."
FMST 21,Religion in American Politics and Culture,"Introduces dominant discourses about Christianity and Islam in the American public sphere, with particular attention paid to race, gender, sexuality, and class in thinking about religion. Visual and textual media, political commentary, and popular ethnographies are analyzed."
FMST 30,Feminism and Science,"Explores questions of science and justice. Examines the nature of scientific practice, the culture of science, and the possibilities for the responsible practice of science. Rather than focusing on feminist critiques of science, the course examines how science and technology are changing our world and the workings of power."
FMST 31,Disability Studies,"Introduces students to the key critical concepts, debates, and questions of practice in the emerging field of disability studies, with a focus on feminist and critical race approaches to disability."
FMST 40,Sexuality and Globalization,"Examines the relationship between sexuality and the contemporary term globalization as a dense entanglement of processes that emerges from a history of U.S. empire. Sexuality cannot be separated from power struggles over the classification of bodies, territories, and questions of temporality. Examines how sexualized contact zones produce new knowledge, commerce, inequalities, possibilities, and identities."
FMST 41,Trans Gender Bodies,"Draws from representations of transgender/transsexual people in popular, biomedical, and political contexts. Examines the impact of transgender lives on concepts of gender, identity, and technology. Engages with biological and sexological frameworks of sex/gender, trans experience, and social movements and theories."
FMST 43,Rasanblaj: On Wholeness and Well-Being,"Centering Black feminist Toni Cade Bambara's existential question, ""Are you sure, Sweetheart, that you want to be well?"" this course puts the emphasis on transnational feminist praxis to consider interdisciplinary approaches and methods to living with inequity while pursuing wholeness and well-being. Considering notions of individual and community, care and personhood, environment and nature, self-love and happiness, and other themes, we find theoretical grounding in the concept of rasanblaj (the gathering of ideas, things, people, and spirits)."
FMST 44,"Women, Globalization, and Migration","Women are subject to diverse forms of discrimination which creates barriers to their socio-economic advancement.  The course explores the benefits and hardships produced through gendered migration, how migration is not universally experienced, and how in a globalized world womenâs participation in migration differs from each other due to intersectionality.  Also, the class examines what motivates women to migrate in globalization from one nation to another, how they are impacted by such movement, and the impacts on their families and support systems."
FMST 71,Introduction to Visualizing Abolition Studies,"Why has the proliferation of research on prisonsâdemonstrating economic and racial disparities, as well as negative effects on individuals and communitiesânot led to more substantial questioning of public policy that treats imprisonment as a major solution to social problems? This course is an interdisciplinary inquiry into the role visual culture plays in the maintenance of the prison industrial complex and an introduction to artistic practices that challenge law and social policy; the course also introduces fundamental concepts to the study of art and visual culture in relation to the movement for prison abolition."
FMST 100,Feminist Theories,"Core course for feminist studies. Serves as an introduction to thinking theoretically about issues of feminism within multiple contexts and intellectual traditions. Sustained discussion of gender and its critical connections to productions of race, class, and sexuality. Focus will change each year."
FMST 102,Feminist Critical Race Studies,"Working from the perspective that race is a cultural invention and racism is a political, economic, and social relation, investigates how race is produced as a meaningful and powerful social category, examines the effects of racism as a social relation, and argues for the necessity of combining feminist and critical race studies. By considering different historical periods and places, aims to equip students with the tools necessary to critically examine the production and reproduction of race and racism in the U.S."
FMST 105,Feminist Methodologies,"Recommended for transfer students. Focuses on particular debates about feminist methodology. Specific methodological debates vary each year but might include feminist theorizing of experience, epistemology, situated knowledges, notions of truth and the real. Feminist methods may include transnational approaches, as well as queer, decolonial, postcolonial, and critical race methodologies. Enrollment is by permission of the instructor.  (Formerly FMST 75.)"
FMST 112,Women and the Law,"Interdisciplinary approach to study of law in its relation to category women and production of gender. Considers various materials  including critical race theory, domestic case law and international  instruments, representations of law, and writings by and on behalf of women living under different forms of legal control. Examines how law structures rights, offers protections, produces hierarchies, and sexualizes power relations in both public and intimate life."
FMST 115,"Gender, Sexuality, and Transnational Migration Across the Americas","Examines migration as a mode of inquiry into transnational practices across geographic locales and temporal zones. Analyzes migration in relation to the transnational formation of gender, race, and sexuality as well as processes of neocolonialism, the state, and globalization."
FMST 117,"Post Zora Interventions: Art, Activism and Anthropology","This experimental course situates the pioneer and controversial ethnographer, novelist, and playwright Zora Neale Hurston as an avant-garde. Analyzing her influence on academics, activists and artists, students consider the complex ways anthropology functions as material (from the textual to the visual), a source of both inspiration and refusal. In the process of exploration, students critically ponder what constitutes an intervention in academia, on the streets, or in artistic settings?"
FMST 120,Transnational Feminisms,"Explores the emergence of transnational feminism through U.S. women of color and postcolonial feminism. Underscores the role of globalization, nationalism, and state formation in relation to feminist theorizing, activism, and labor across the Global South. In an attempt to understand the salience of inequalities, the course interrogates the continuation of feminist critique that is attentive to the war on terror, neocolonialism, and empire."
FMST 123,Feminism and Cultural Production,Explores relationship between feminism and culture. Topics will vary and include different forms of cultural production such as film and literature. Regional/national focus will also vary.
FMST 124,"Technology, Science, and Race Across the Americas","Examines new ways of understanding the body and race through the intersection of technology and science. Addresses how broader structures of power and the rise of new technological and scientific discoveries mediate power relations and alter how race, national boundaries, the body, and citizenship are normalized and contested from colonialism to the present. Course content may vary; themes may include: U.S. eugenics, I.Q. tests, patenting debates, sterilization, assisted reproduction, biometrics, and genetics across the Americas."
FMST 126,"Images, Power, and Politics: Methods in Visual and Textual Analysis","Introduces the analysis of visual images and text with particular emphasis on feminist critical methodologies. Using case studies from photography, film, TV, advertising, and new media, students learn how to read and analyze culture."
FMST 129,Reproductive Justice,"Situates current debates about reproductive rights and the repeal of Roe v. Wade in the United States in a transnational context of population governance and carceral power. Readings draw from ethnography, critical race, feminist and queer theory to trouble the concepts of privacy, bodily autonomy, and freedom that have shaped articulations of the ""right to choose."" Taking a comparative approach to reproductive justice movements in global norths and souths, students explore counter traditions of collective and social rights claims, belonging and responsibility, and practices of care and mutual aid in order to expand our vision of what is politically possible and necessary for a post-Roe era."
FMST 131,The Politics of Matter and the Matter of Politics,"Considers how things--what we may think of as objects, matter, nature, technology, bodies--are constitutive elements of social and political life. What happens to the political as a category if we take this matter seriously?"
FMST 132,Gender and Postcoloniality,"Postcolonial feminist studies. Explores how discourses of gender and sexuality shaped the policies and ideologies of the historical processes of colonialism, the civilizing mission, and anticolonial nationalism. Considers orientalism as a gendered discourse as well as colonial understandings of gender and sexuality in decolonialization. Explores Western media representations, literature, the law, and the place of gender in the current debate between cultural relativism and universalism. Provides an understanding of some key terms in postcolonial studies and an in-depth examination of the place of gender in these processes."
FMST 133,Science and the Body,"Contemporary technoscientific practices, such as nano-, info-, and biotechnologies, are rapidly reworking what it means to be human. Course examines how both our understanding of the human and the very nature of the human are constituted through technoscientific practices."
FMST 135,Topics in Science and Sexuality,"Introduces the multiple debates animating the linkages between science, race, and sexuality. Interrogates the interrelated, epistemological frameworks of science and sexuality/queer studies across a range of interdisciplinary and geopolitical locations."
FMST 139,African American Women's History,"Considers African American women as central to understanding of U.S. history, focusing on everyday survival, resistance, and movements for social change. Discussion of critical theories for historical research, gender, and race. Emphasis on biography, cultural history, and documentary and archival research."
FMST 145,Racial and Gender Formations in the U.S,"Introduces the defining issues surrounding racial and gender formations in the U.S. through an understanding of the term women of color as an emergent, dynamic, and socio-political phenomenon. Interrogates organizing practices around women of color across multiple sites: film and media, globalization, representation, sexuality, historiography, and war, to name a select few."
FMST 147,"Gender, Race, Power, Knowledge","Explores the possibility that forces of social oppression, stratification, and domination emerge not first and foremost from ignorance, but rather from socially legitimated and institutionally embedded forms of knowledge. Primary engagement is with feminist of color texts, science studies, Black and Indigenous studies. Course supports students in building reading, writing, and analytic skills while investigating the intersections of knowledge, power, oppression, and liberation."
FMST 150,Mediating Desire,"From a foundation in semiotics, considers the ways race and gender are constructed, understood, performed, embraced, commodified, and exploited through representations. Uses representations of, by, and for the margins to engage theories of communication, identity, and representation. Creative final projects encouraged."
FMST 175,Gender and Sexualities in Latina/o America,"Advanced topics in gender and sexuality in Latin America and Latina/o studies. Analyzes role of power, race, coloniality, national and transnational processes in the production and analysis of genders and sexualities. Materials include memoir, fiction, ethnography, social documentary and history."
FMST 176,"Law, Prisons, and Popular Culture","Examines the voluminous history of popular culture representing incarceration through new research in visual criminology, carceral aesthetics, and critical prison studies."
FMST 188,Topics in Feminist Studies,"Focuses on a particular topic in feminist theory. Topics vary each offering but might include theorizing the gendered subject, racializing gender, politics and feminism, the relationship between queer theory and feminism, transgender studies, women of color feminisms, postcolonial and decolonial feminisms, feminist science studies."
FMST 189,Advanced Topics in Feminist Theory,"Focus on a particular problem in feminist theory. Problems vary each year but might include theorizing the gendered subject, racializing gender, the meeting points of psychoanalysis and social-political analysis in theorizing gender, the relationship between queer theory and feminist theory, postcolonial feminist theory."
FMST 193,Field Study,Individual field study in the vicinity of the campus under the direct supervision of a faculty sponsor. Students submit petition to sponsoring agency.
FMST 193F,Field Study,Individual field study in the vicinity of the campus under the direct supervision of a faculty sponsor. Students submit petition to sponsoring agency.
FMST 194A,Feminist Jurisprudence,"Approaches legal reasoning from a feminist and intersectional perspective with attention to structures and jurisdiction, case materials, and emerging international frameworks for gender justice. Designed to facilitate completion of a substantial research essay based in feminist legal philosophy."
FMST 194B,Queer/Feminist Historiography,"Providing for a critical examination of canonical formations in history and archives, this course proposes new ways of thinking about history from the point of view of those who have been marginalized or excluded by race, class, gender, or sexuality."
FMST 194C,Gender and Iconicity,"Examines icons and the processes through which an iconicity is constructed and circulated in its complexity. Icons and iconicities often link or articulate various ideologies, affects, and systems of thought into a potent symbol or a mythology. Icons constitute norms, but also disrupt them; icons could articulate new technologies, aesthetics and their representations of the self with purportedly older modes of being in the world, such as a transcendent belief in a god, a faith, etc."
FMST 194D,Feminist Science Studies,"Examines different feminist approaches to understanding the nature of scientific practices. Particular attention paid to notions of evidence, methods, cultural and material constraints, and the heterogeneous nature of laboratory practices. Considers the ways in which gender, race, and sexuality are constructed by science and how they influence both scientific practices and conceptions of science. Also examines the feminist commitment to taking social factors into account without forfeiting the notion of objectivity."
FMST 194F,Chicana/Latina Cultural Production,"Traces the intersection between Chicana studies and Latin American studies through transnational forms of cultural production, imaginaries, and empowerment. Analysis of theories of cultural production and discussion of the political salience of culture as a site for resistance, critique, and creativity."
FMST 194G,Images of Africa,"Explores questions of colonialism, empire, race, gender, and geopolitics in the proliferating images--filmic, televisual, and media--of Africa in the United States. Facilitates the completion of a substantial research essay based on the study of popular culture."
FMST 194H,Michel Foucault: An Introduction,"French philosopher Michel Foucault's writings on modern forms of knowledge, power, and subjectivity provide a serious challenge to how we negotiate social oppression. Engages some of Foucault's most cited works, and grapples specifically with his primary claim that modern societies are marked less by freedom and autonomy than by discipline and docility."
FMST 194I,Feminist Oral History and Memoir,"Designed to train students in oral history and memoir writing. Emphasizes the specialness of transgressive voices; race, class, and sexuality, women's silence, erasure, censorship, and marginalization are addressed. The politics of memory, narratives, storytelling, and editorial judgment are considered."
FMST 194T,Transgender Studies,"Explores literature from the natural sciences, anthropology, history, cultural studies, and sociology. Provides theoretical approaches to complex questions in queer studies and geopolitics, and a framework for understanding embodiment, medical regulation, gender formation, the human/animal divide, etc."
FMST 194W,"Politics of Space, Time, and Matter","Senior seminar focusing on questions of the politics of space, time, and matter. Readings informed by fields, such as indigenous studies, queer studies, afrofuturism, borderland studies, critical race studies, decolonial studies, disability studies, feminist science studies, and new materialisms."
FMST 194X,"Genders, Archives, Histories","Explores the entanglements of histories, genders and archives across a number of intellectual and imperial contexts. Our inquiry approaches the concept of the archive to reflect on who counts as a historical and/or gendered subject and what are the ethics of representation that guide such archival formations. In approaching these questions, students draw on literature from the disciplines of philosophy, gender/sexuality studies, anthropology, history, and literary criticism."
FMST 194Y,"Sonic Worlds: Voice, Sound, Music","What would we learn about the pressing questions of our time if we centered sound, noise, voice, and music? To think with sound or to think sonically ""is to think conjuncturally about sound and culture."" Such a ""sonic imagination,"" not only enables us to immerse ourselves in the questions and problems of our time but has the potential to ""redescribe them from unexpected standpoints."" Thinking with a feminist and sonic imagination, this course is interested in exploring conjunctures and culture by using sound as its point of departure. It serves as an immersive introduction to sound studies and as a senior seminar encourages students to center soundscapes in their own research."
FMST 195,Senior Thesis or Project,The senior thesis/project which satisfies the major requirement. Course is for independent research and writing. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; students submit petition to sponsoring agency.
FMST 198,Independent Field Study,Provides for individual study program off campus for which faculty supervision is not in person. Students submit petition to sponsoring agency.
FMST 198F,Independent Field Study,Provides for individual study program off campus for which faculty supervision is not in person. Students submit petition to sponsoring agency.
FMST 199,Tutorial,Individual directed study for upper-division undergraduates. Students submit petition to sponsoring agency.
FMST 199F,Tutorial,Individual directed study for upper-division undergraduates. Students submit petition to sponsoring agency.
HIS 119,Indigenous Feminisms,"Explores issues central to Indigenous women's life experiences and Native feminist thought. Students consider the concerns and methodologies of Native feminismsâtheories and actions that highlight how settler colonialism is a fundamentally gendered process. Engages in foundational discussions of Native feminisms, settler colonial theory, and feminist methodologies. Course content focuses on communities in settler states currently known as the U.S. and Canada. Covers topics such as reproductive justice, gendered violence, cultural reclamation, and rematriation. (Formerly FMST 119.)"
MUSC 80S,Women in Music,"Surveys the role of women as music-makers throughout history in a variety of cultural, social, and musical contexts. The course material consists of musical works (in written and aural form) and primary source writings by composers and performers as well as scholarly writing that places primary source material in context along with critical commentary. The major topics include women in Western Art Music history from the medieval through 20th century; women in popular music; women in electronic and computer music; and selections of women music-makers from around the world."
OAKS 160,Cuir Américas,"Advanced seminar on the politics of knowledge production and translation in queer theory across the AmÃ©ricas, considering the meaning and construction of queer/cuir in three languages. Students develop bibliographies of academic and activist work addressing the lives of queer/trans people throughout the Spanish- and Portuguese-speaking AmÃ©ricas, including U.S. Latinx communities. Examines gaps in translation in this field, and students practice translation of work specific to sexual minority communities based on their language training and proficiency. Class works from the language and community expertise of students in the course inspired by bilingual poetics. Final projects produce a translation of a significant article or chapter-length work in queer theory from Spanish, Portuguese, or English to another one of these languages."
PHIL 147,Topics in Feminist Philosophy,"Topics in feminist philosophy, which may include: the nature of feminist philosophy, feminist approaches to philosophical issues, social and political philosophy, theories of knowledge, ethics, aesthetics, and science, technology, and medicine studies. Presupposes some familiarity with philosophy or feminist scholarship."
FREN 1,First-Year French,"Introduction to French language and culture with practice in all four language skills: listening, speaking, reading, and writing. Intended for students with no previous study of French."
FREN 2,First-Year French,"Further development of cultural competence and basic French language skills, both written and spoken. Students learn past tenses in this course."
FREN 3,First-Year French,"Final quarter of first-year sequence. Students complete study of French language basics, including the future tense and the conditional and the subjunctive moods, while continuing to learn about French and Francophone cultures."
FREN 4,Second-Year French,"First course in intermediate sequence. Students review and expand upon their previous study of the language through short literary readings, vocabulary building, grammar study, composition, and discussions."
FREN 5,Second-Year French,Further development of intermediate-level oral and written skills through study of vocabulary and structures. Students also read and discuss a French or Francophone play.
FREN 6,Second-Year French,"Final course of intermediate sequence includes grammar study, vocabulary building, extensive writing, and discussion. Reading of a French or Francophone novel is an integral part of course."
FREN 35,Conversational practice and vocabulary development,"Students work on developing fluency and spontaneity in French conversation, focusing on oral expression in a range of common daily situations, including social interactions, navigating transportation systems, securing lodging and accommodations, ordering food in restaurants, and so forth. Students also focus on acquiring vocabulary related to each theme. This course aims to build studentsâ oral proficiency as well as confidence, especially for students interesting in further French coursework or a sojourn abroad in a French-speaking context (such as one of the UCEAP programs in France)."
FREN 85,(De)constructing contemporary French identity,"Taught in English, this course examines core values and events in France, such as Republican values (in the French sense of ""Republican""), secularism, globalization, immigration, that have helped shape current French society."
FREN 94,Group Tutorial,Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit petition to sponsoring agency.
FREN 99,Tutorial,Students submit petition to sponsoring agency.
FREN 99F,Tutorial,Students submit petition to sponsoring agency.
FREN 105,French Regional Cultures Through Cuisine,"âTell me what you eat, and I will tell you what you are.â This famous quote is the title of a book by the French gastrosopher (philosopher of gastronomy) Brillat-Savarin in XIX-century France. His work was highly influential on brilliant authors such as Balzac and Barthes. This English course explores French regional cultures, traditions, and savoir-faire and their impact on the people."
FREN 108,French Cinema,"Investigation of a variety of topics (historical, cultural, and linguistic) in France and the French-speaking world. Topics are explored through film. Conducted in English."
FREN 111,Stylistics,Intensive work in French composition with the aim of attaining fluency and accuracy of expression while developing literary appreciation. May be repeated for credit with consent of instructor.
FREN 114,French Phonetics,Introduction to the French sound system and basic phonetics. Extensive practice of French pronunciation and phonetic transcriptions of both written and spoken language samples.
FREN 120,French Linguistics,"Major topics in contemporary French linguistics, covering both formal and social properties of French. Descriptive and theoretical study of phonetics and phonology, lexicon, morphology, syntax, sociolinguistic variation, status of regional and minority languages, and language planning. Taught in French."
FREN 121,History of the French Language,"Overview of the history and development of the French language from Latin to early modern French. Sound changes, grammatical and lexical changes, language policy (e.g., l'Academie francaise), external influences on the language. Taught in French."
FREN 125A,French Civilization: 19th Century,"Survey of the important historical events, social changes, and artistic movements contributing to the development of French culture during the 19th century."
FREN 125B,French Civilization: 20th Century,"A survey of the important historical events, social changes, and artistic movements contributing to the development of French culture during the 20th century."
FREN 130,French for Professions,"Students better understand administrative organization in France through preparation of their own professional dossier in French, and preparation to look for professional opportunities in France. Taught in French."
FREN 131,Social Activism in France: The Tradition of Chanson Française Engagée,"Explores the French tradition of musical activism from the French Revolution to the present. Societal issues such as war, racism, poverty, environmental issues, globalization, and terrorism are addressed."
FREN 136,La Francophonie,"In-depth multidisciplinary study of one or more French-speaking regions of the world. Topics may include history, language, society, literature, and the arts. All coursework will be done in French."
FREN 194,Group Tutorial,Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit petition to sponsoring agency.
FREN 199,Tutorial,Students submit petition to sponsoring agency.
FREN 199F,Tutorial,Students submit petition to sponsoring agency.
GCH 1,Foundations for Global and Community Health,"Interdisciplinary introduction to global and community health. It provides students with the foundational knowledge, vocabulary, and analytical tools to enter global health. It emphasizes the wide-ranging community meanings and contextual conditions shaping health from local to global scales. Co-taught by faculty from the natural sciences and social sciences, the course also introduces students to global and community health, highlighting opportunities for learning that involve collaboration and conversation between natural scientists and social scientists. (Formerly offered as POLI/ANTH/BIOL 89)."
GCH 10,"COVID, Culture and Community Health","Takes as its topic the still-unfolding story of COVID-19, its historical precursors, evolving scientific and policy questions, and present global challenges. It invites students from across disciplines to examine the medical, cultural, and public health concepts necessary in a post-pandemic world, and to explore the vital importance of rhetoric, representation, and narrative in the cultural politics of COVID more generally. A project-based, collaborative approach guides hands-on investigations to help students become audiences and advocates for health initiatives worldwide."
GCH 186,Global Health Politics,Examines the politics surrounding both global health problems and policy responses. Traces the evolving interrelationships between these problems and policies from colonial health to the impacts of austerity on postcolonial health systems to today's globally targeted responses. (Formerly POLI 186.)
GCH 123,Migration as a Social Determinant of Health,"The WHO estimates that more than 280 million people today are migrants, with more than 30 percent of those forced migrants. Migration is an important social determinant for health, with holistic health shaped by experiences in the country of origin, the migration journey, and reception and integration in the destination country. Course examines the interconnections between migration and health to engage with holistic health issues experienced by the most vulnerable groups of migrants. Examines the underlying contextual factors for forced displacement, including climate change, conflict, political instability, economic insecurity, and persecution. Also explores community and global responses to migrant health and assess strategies for improving health outcomes."
GCH 166,Global Health and Community Research,"Students engage topics in health research, including ethics and research design. They learn to describe, identify, and evaluate an array of data collection methods used in global health research including randomized control trials (RCTs), interviews, focus groups, and surveys. By engaging with qualitative, quantitative, and mixed-method approaches, students understand, discuss, and use a wide array of methodologies and evaluate âfitâ between selected methods and research questions."
GCH 190,Global and Community Health Task Force,"Students conduct rigorous research on real world health challenges with a view to describing the associated problems accurately and recommending responses. All the work of research and writing is highly collaborative and interdisciplinary. Task Force members are comprised of seniors from both the B.A. and B.S. degrees in GCH. They work closely together under the guidance of the instructor who prepares them to collaborate effectively. The final report always includes writing from all the students in the team. Students are responsible for all of the associated editing, as well as a final presentation of the report to an external evaluator."
GCH 195,Global and Community Health Communication,"Focuses on enabling students to assess and communicate their learning in global and community health (GCH) using an iterative process of writing, review, and website development. The e-portfolio webpages students complete by the end of the course will together comprise their capstone ""GCH e-Record"" designed to communicate their disciplinary and interdisciplinary learning in their degree to a specific audience beyond the university.  These written reflections, in turn, involve meta-learning about how expert knowledge moves between different communities, and about how audience expectations and writing conventions condition communications about health expertise in particular."
GCH 199A,Global and Community Health Senior Thesis,"Provides an alternative way to satisfy the capstone requirements in place of GCH 190 . Course is designed especially to serve the needs of students who do an individualized practical internship or community service project and who then want to reflect on its lessons and write it up as a form of academic research. To satisfy the DC requirements for the Global and Community Health B.A. degree, it is still necessary to also complete GCH 195 . Thesis should be modeled after academic articles published in peer-reviewed journals and make a scholarly contribution based on original research and/or deep review of current literatures in global and community health. Prerequisite(s): GCH 1 , and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is by permission of the instructor and restricted to seniors majoring in global and community health. Please read the instructions for the senior thesis and secure the approval of GCH affiliate faculty mentor before enrolling."
GCH 199B,Global and Community Health Senior Thesis B,"For students who need an extra quarter, GCH 199B also provides 5 more credits in addition to GCH 199A while allowing them to complete their B.A. degree requirements. Provides an alternative way to satisfy the GCH capstone requirements in place of GCH 190 . It is designed especially to serve the needs of students who do an individualized practical internship or community service project and who then want to reflect on its lessons and write it up as a form of academic research. To satisfy the DC requirements for the GCH B.A. degree, it is still necessary to complete GCH 195 as well as this Senior Thesis. An academic senior thesis should be modeled after academic articles published in peer-reviewed journals and make a scholarly contribution based on original research and/or deep review of current literatures in global and community health."
GREE 1,Elementary Ancient Greek,"Instruction in the grammar of Attic Greek, together with readings from ancient authors, designed to prepare for the study of classical literature. The sequence begins in the fall quarter only."
GREE 2,Elementary Ancient Greek,"Instruction in the grammar of Attic Greek, together with readings from ancient authors, designed to prepare for the study of classical literature."
GREE 99,Tutorial,Students submit petition to sponsoring agency.
GREE 99F,Tutorial,Students submit petition to sponsoring agency.
HAVC 10,Introduction to African Visual Culture,"An interdisciplinary approach to the study of the basic structures (gender, art within political sphere, and spiritual aspects of visual culture) and cultural institutions (initiations, closed associations, kingship, title association, etc.) around which the study of African visual culture revolves."
HAVC 20,Visual Cultures of Asia,"An introduction to the art and architecture of East Asia, including China, India, Southeast Asia, and Japan. In order to achieve a fuller understanding of the arts of these countries a historical, cultural, and religious context is provided."
HAVC 22,Religion and Visual Culture in China,"Introduction to the study of religious currents and practices in China and their visual expression. In addition to religious art,  topics include such pivotal matters as body concepts and practices, representations of the natural world, and logics of the built environment."
HAVC 24,Southeast Asia Visual Culture,"Introduces the visual cultures of Southeast  Asia. Topics include indigenous megalithic art, textiles, and jewelry, as well as Hindu and Buddhist art and architecture. Also considers shadow play and dance performance as alternative lenses to looking at ritual and visual narratives rendered on stone temples."
HAVC 27,Image and Ideology in Indian Art,"Examination of the ways social, religious, and political patronage have affected the production and reception of art in the Indian subcontinent. The course is designed as a series of case studies from different periods of Indian history."
HAVC 28,"Ghosts, Haunting, Memory, and Erasure in the Films of Asia","Explores the theme of memory, haunting, ghosts and the politics of erasure and remembrance in films made by Asian filmmakers and contemporary artists in Asia. Examines the intersecting themes of haunting, memory, and ghosts and how selected filmmakers and visual artists in Asia go about framing and unframing this topic in their work. The goal of the course is to see, through a comparative lens, how these selected filmmakers and artists treat the topic of specter and the politics of memory and erasure in their respective films from a national and transnational perspective."
HAVC 30,Introduction to European Visual Culture,"General survey of European art and architecture with a focus on the southern, Mediterranean ancient cultures. Course consists of a number of case studies of works from various periods from ancient to modern."
HAVC 35,European Visual Culture in a Global Context 1500-1900,"Survey of the visual and material products of European contact with Africa, Asia, Oceania, and the Americas between 1500 and 1900 focused both on object-specific case studies and thematic discussions of contact, colonialism, appropriation, and the visual construction of race."
HAVC 39,African-American Art,"Interdisciplinary investigation of the construction of race in the United States, tracing the impact of European art on American artistic production, exploring its influence on African-American art and culture, including the Harlem Renaissance, black internationalism, and the vibrant Negritude movement. Explores how a definable black aesthetic crystallized during the late 1950s-70s African anti-colonial, Civil Rights and Black Power eras, and continued to flourish through the 1990sâall of which gave rise to new artistic forms such as black queer, feminist, and conceptual art. Also studies the phenomenon of post-black art, popular visual culture, as well as discourses on African modernity and globalization."
HAVC 40,Museum Cultures: The Politics of Display,"Explores the history of collecting and displaying art (museums, galleries, fairs) since the mid-19th century and the effect of institutional changes on aesthetic conventions. Follows the history from the origins of museums and collections to contemporary critiques of institutional exclusion and misrepresentation."
HAVC 41,Introduction to Modern Art,"Examines the social, economic, and political significance of European and U.S. modernist art and architecture, moving from French realism to American minimalism. Provides the historical background and theoretical frameworks needed to make sense of modernist art and culture."
HAVC 43,History of Modern Architecture,"Examines the origins and development of modern architecture, from the Enlightenment  and the Industrial Revolution to the 20th Century and beyond. Buildings, urban plans, and works of art and design are discussed in relation to political, social, and cultural currents."
HAVC 44,"Designing California: Architecture, Design, and Environment","Introduces the complex interplay between design--including architecture, art, engineering, and city planning--and conceptions of environment during the 20th Century in the American West."
HAVC 45,Photography Now,"Explores recent methods and approaches in photography. Surveys significant aesthetic,  conceptual, and theoretical shifts occurring in the photographic medium and related discourses. Special attention given to the current landscape of contemporary photography (1980-present)."
HAVC 46,Introduction to U.S. Art and Visual Culture,"Overview of U.S. art and visual culture from the late 18th Century to the present. Examines art as evidence for understanding evolving beliefs and values of Americans. Explores the social and political meanings of art, and pays particular attention to how artists, patrons, and audiences have constructed nationalism, race, class, sexuality, and gender."
HAVC 47,Introduction To Contemporary Art,"Introduces students to major debates and practices in contemporary art from 1960 to the present. Not a strict chronological survey or exhaustive catalogue, the course attends to movements and theoretical frameworks that still fuel contemporary practice and criticism."
HAVC 48,"Climate Justice Now! Art, Activism, Environment Today","As climate change grows more severe, artists and activists are creating strategies of consciousness-raising, mass mobilization, and sustainable living. This course investigates the convergence of climate justice and cultural politics, exploring imperatives for a just transition to a post-carbon future."
HAVC 49,From Memes to Metadata: an Introduction to Digital Visual Culture,"Introduction to digital visual culture including critical and historical approaches to memes; social media and politics; and the many intersections of data, images, and society. Sample topics include: digital art, digital activism, and surveillance."
HAVC 50,Ancient Mediterranean Visual Cultures,"The role that ancient art and visual culture play in constructing social identities, sustaining political agendas, and representing various cultural, ritual, and mythological practices in Mesopotamia, Egypt, Greece, and Rome, including the sociology of ancient cultures, mythology, religious studies, gender studies and history."
HAVC 51,Greek Eyes: Visual Culture and Power in the Ancient Greek World,"The central role of visual communication in ancient Greek civilization: examines the construction of cultural, social, political, religious, and gender identities through material objects and rituals. Includes discussions of  images of the public and private sphere, athletic and theatrical performances, mythology, pilgrimage, and magic."
HAVC 55,Unclothed: The Naked Body from Antiquity to the Present,"The human body without clothing in European and European-American art and visual culture from ancient Greece to the present day. Among the themes to be addressed: gender, youth and age, sexuality and sexual preference, fecundity and potency, erotic art and pornography, primitivism and the naked body of the non-European. (Formerly HAVC 31, The Nude in the Western Tradition.)"
HAVC 58,Gardens of Delight: Fifteen Centuries of Islamic Visual Culture,"Examines some of the most representative creations of Islamic visual culture from the 7th Century to the present in order to appreciate the richness of this tradition and its extensive influence on other cultures. Focuses on the social, political, and religious role of a variety of materials, from mosques, palaces, and gardens to visual narratives, ceremonies, dance, and contemporary films."
